payroll_id,employee_id,payroll_date,gross_pay,deductions,net_pay
45,8,2025-04-25,9429.0,1236.0,8193.0
46,8,2025-03-26,6136.0,1830.0,4306.0
47,8,2025-02-24,7343.0,1768.0,5575.0
48,8,2025-01-25,8558.0,1253.0,7305.0
49,9,2025-06-24,6430.0,929.0,5501.0
50,9,2025-05-25,6212.0,1973.0,4239.0
51,9,2025-04-25,3324.0,1721.0,1603.0
52,9,2025-03-26,9036.0,956.0,8080.0
53,9,2025-02-24,7660.0,515.0,7145.0
54,9,2025-01-25,6653.0,522.0,6131.0
55,10,2025-06-24,6398.0,814.0,5584.0
56,10,2025-05-25,9352.0,911.0,8441.0
57,10,2025-04-25,3519.0,1685.0,1834.0
58,10,2025-03-26,8211.0,764.0,7447.0
59,10,2025-02-24,9453.0,1148.0,8305.0
60,10,2025-01-25,9147.0,1074.0,8073.0
61,11,2025-06-24,5415.0,1426.0,3989.0
62,11,2025-05-25,5803.0,1572.0,4231.0
63,11,2025-04-25,6386.0,1505.0,4881.0
64,11,2025-03-26,5700.0,1045.0,4655.0
65,11,2025-02-24,7230.0,1123.0,6107.0
66,11,2025-01-25,6634.0,1594.0,5040.0
67,12,2025-06-24,5720.0,1321.0,4399.0
68,12,2025-05-25,8493.0,1186.0,7307.0
69,12,2025-04-25,6306.0,1074.0,5232.0
70,12,2025-03-26,8707.0,529.0,8178.0
71,12,2025-02-24,4753.0,1961.0,2792.0
72,12,2025-01-25,6825.0,1111.0,5714.0
73,13,2025-06-24,6302.0,1377.0,4925.0
74,13,2025-05-25,9056.0,1897.0,7159.0
75,13,2025-04-25,4063.0,866.0,3197.0
76,13,2025-03-26,6910.0,889.0,6021.0
77,13,2025-02-24,4399.0,1779.0,2620.0
78,13,2025-01-25,4580.0,659.0,3921.0
79,14,2025-06-24,5217.0,1529.0,3688.0
80,14,2025-05-25,9889.0,1536.0,8353.0
81,14,2025-04-25,4341.0,1702.0,2639.0
82,14,2025-03-26,4515.0,1854.0,2661.0
83,14,2025-02-24,6972.0,748.0,6224.0
84,14,2025-01-25,6942.0,1008.0,5934.0
85,15,2025-06-24,6555.0,876.0,5679.0
86,15,2025-05-25,3952.0,611.0,3341.0
87,15,2025-04-25,7226.0,578.0,6648.0
88,15,2025-03-26,8759.0,684.0,8075.0
89,15,2025-02-24,9467.0,1980.0,7487.0
90,15,2025-01-25,3773.0,1710.0,2063.0
91,16,2025-06-24,4125.0,801.0,3324.0
92,16,2025-05-25,7611.0,929.0,6682.0
93,16,2025-04-25,8292.0,1235.0,7057.0
94,16,2025-03-26,5999.0,704.0,5295.0
95,16,2025-02-24,3784.0,1271.0,2513.0
96,16,2025-01-25,7000.0,757.0,6243.0
97,17,2025-06-24,5749.0,1674.0,4075.0
98,17,2025-05-25,7278.0,916.0,6362.0
99,17,2025-04-25,7974.0,958.0,7016.0
100,17,2025-03-26,9254.0,1723.0,7531.0
101,17,2025-02-24,7670.0,1409.0,6261.0
102,17,2025-01-25,7940.0,1087.0,6853.0
103,18,2025-06-24,3781.0,787.0,2994.0
104,18,2025-05-25,6427.0,695.0,5732.0
105,18,2025-04-25,9136.0,886.0,8250.0
106,18,2025-03-26,8875.0,766.0,8109.0
107,18,2025-02-24,4457.0,1908.0,2549.0
108,18,2025-01-25,5176.0,1064.0,4112.0
109,19,2025-06-24,9491.0,1885.0,7606.0
110,19,2025-05-25,5659.0,846.0,4813.0
111,19,2025-04-25,6650.0,1955.0,4695.0
112,19,2025-03-26,5752.0,1618.0,4134.0
113,19,2025-02-24,3819.0,685.0,3134.0
114,19,2025-01-25,6246.0,523.0,5723.0
115,20,2025-06-24,3510.0,886.0,2624.0
116,20,2025-05-25,5813.0,1391.0,4422.0
117,20,2025-04-25,5033.0,1177.0,3856.0
118,20,2025-03-26,6501.0,1706.0,4795.0
119,20,2025-02-24,4015.0,1172.0,2843.0
120,20,2025-01-25,3536.0,1486.0,2050.0
121,21,2025-06-24,7980.0,1510.0,6470.0
122,21,2025-05-25,5432.0,1001.0,4431.0
123,21,2025-04-25,6142.0,1963.0,4179.0
124,21,2025-03-26,3483.0,1206.0,2277.0
125,21,2025-02-24,5716.0,846.0,4870.0
126,21,2025-01-25,3735.0,1647.0,2088.0
127,22,2025-06-24,5261.0,1438.0,3823.0
128,22,2025-05-25,3050.0,1770.0,1280.0
129,22,2025-04-25,8124.0,827.0,7297.0
130,22,2025-03-26,4157.0,1642.0,2515.0
131,22,2025-02-24,7647.0,1191.0,6456.0
132,22,2025-01-25,8571.0,1430.0,7141.0
133,23,2025-06-24,9919.0,1919.0,8000.0
134,23,2025-05-25,3553.0,1297.0,2256.0
135,23,2025-04-25,9710.0,1056.0,8654.0
136,23,2025-03-26,6835.0,1080.0,5755.0
137,23,2025-02-24,3238.0,1328.0,1910.0
138,23,2025-01-25,3194.0,1433.0,1761.0
139,24,2025-06-24,9644.0,727.0,8917.0
140,24,2025-05-25,4079.0,1115.0,2964.0
141,24,2025-04-25,5699.0,1109.0,4590.0
142,24,2025-03-26,7971.0,818.0,7153.0
143,24,2025-02-24,7007.0,1410.0,5597.0
144,24,2025-01-25,3056.0,1747.0,1309.0
145,25,2025-06-24,5659.0,817.0,4842.0
146,25,2025-05-25,6392.0,554.0,5838.0
147,25,2025-04-25,5447.0,865.0,4582.0
148,25,2025-03-26,7731.0,820.0,6911.0
149,25,2025-02-24,3641.0,1362.0,2279.0
150,25,2025-01-25,9200.0,1548.0,7652.0
151,26,2025-06-24,6709.0,1594.0,5115.0
152,26,2025-05-25,8256.0,783.0,7473.0
153,26,2025-04-25,6441.0,1195.0,5246.0
154,26,2025-03-26,4083.0,1916.0,2167.0
155,26,2025-02-24,7600.0,1236.0,6364.0
156,26,2025-01-25,7840.0,845.0,6995.0
157,27,2025-06-24,9663.0,668.0,8995.0
158,27,2025-05-25,3761.0,996.0,2765.0
159,27,2025-04-25,3920.0,914.0,3006.0
160,27,2025-03-26,6918.0,1969.0,4949.0
161,27,2025-02-24,9924.0,1840.0,8084.0
162,27,2025-01-25,4568.0,556.0,4012.0
163,28,2025-06-24,9499.0,1270.0,8229.0
164,28,2025-05-25,5701.0,1041.0,4660.0
165,28,2025-04-25,5908.0,1708.0,4200.0
166,28,2025-03-26,5069.0,1407.0,3662.0
167,28,2025-02-24,7253.0,578.0,6675.0
168,28,2025-01-25,5552.0,1412.0,4140.0
169,29,2025-06-24,6551.0,956.0,5595.0
170,29,2025-05-25,9200.0,1470.0,7730.0
171,29,2025-04-25,3121.0,1568.0,1553.0
172,29,2025-03-26,9715.0,1720.0,7995.0
173,29,2025-02-24,8977.0,1310.0,7667.0
174,29,2025-01-25,8845.0,1190.0,7655.0
175,30,2025-06-24,4756.0,1652.0,3104.0
176,30,2025-05-25,5858.0,1101.0,4757.0
177,30,2025-04-25,9560.0,833.0,8727.0
178,30,2025-03-26,4450.0,1987.0,2463.0
179,30,2025-02-24,8869.0,1075.0,7794.0
180,30,2025-01-25,4635.0,743.0,3892.0
181,31,2025-06-24,5887.0,1274.0,4613.0
182,31,2025-05-25,4264.0,1118.0,3146.0
183,31,2025-04-25,9648.0,1023.0,8625.0
184,31,2025-03-26,8822.0,1775.0,7047.0
185,31,2025-02-24,9780.0,843.0,8937.0
186,31,2025-01-25,6323.0,556.0,5767.0
187,32,2025-06-24,8464.0,659.0,7805.0
188,32,2025-05-25,9744.0,880.0,8864.0
189,32,2025-04-25,6197.0,1343.0,4854.0
190,32,2025-03-26,3641.0,657.0,2984.0
191,32,2025-02-24,8542.0,1666.0,6876.0
192,32,2025-01-25,5047.0,1597.0,3450.0
193,33,2025-06-24,3552.0,942.0,2610.0
194,33,2025-05-25,5654.0,1427.0,4227.0
195,33,2025-04-25,7570.0,1966.0,5604.0
196,33,2025-03-26,7978.0,700.0,7278.0
197,33,2025-02-24,9330.0,847.0,8483.0
198,33,2025-01-25,9639.0,826.0,8813.0
199,34,2025-06-24,9274.0,1740.0,7534.0
200,34,2025-05-25,7819.0,1745.0,6074.0
201,34,2025-04-25,3396.0,1396.0,2000.0
202,34,2025-03-26,9358.0,1032.0,8326.0
203,34,2025-02-24,4751.0,1599.0,3152.0
204,34,2025-01-25,3498.0,1510.0,1988.0
205,35,2025-06-24,3600.0,534.0,3066.0
206,35,2025-05-25,8314.0,599.0,7715.0
207,35,2025-04-25,7867.0,885.0,6982.0
208,35,2025-03-26,4403.0,1508.0,2895.0
209,35,2025-02-24,9182.0,1848.0,7334.0
210,35,2025-01-25,4632.0,1566.0,3066.0
211,36,2025-06-24,5383.0,1677.0,3706.0
212,36,2025-05-25,9067.0,1663.0,7404.0
213,36,2025-04-25,3717.0,807.0,2910.0
214,36,2025-03-26,6053.0,1616.0,4437.0
215,36,2025-02-24,9616.0,501.0,9115.0
216,36,2025-01-25,8081.0,1184.0,6897.0
217,37,2025-06-24,8370.0,1134.0,7236.0
218,37,2025-05-25,7477.0,963.0,6514.0
219,37,2025-04-25,7757.0,1122.0,6635.0
220,37,2025-03-26,3099.0,1675.0,1424.0
221,37,2025-02-24,6380.0,1225.0,5155.0
222,37,2025-01-25,3580.0,1173.0,2407.0
223,38,2025-06-24,5293.0,1208.0,4085.0
224,38,2025-05-25,9723.0,705.0,9018.0
225,38,2025-04-25,5460.0,1655.0,3805.0
226,38,2025-03-26,4221.0,1221.0,3000.0
227,38,2025-02-24,3314.0,1981.0,1333.0
228,38,2025-01-25,3118.0,1814.0,1304.0
229,39,2025-06-24,7890.0,1320.0,6570.0
230,39,2025-05-25,3069.0,1384.0,1685.0
231,39,2025-04-25,4912.0,1381.0,3531.0
232,39,2025-03-26,7671.0,1452.0,6219.0
233,39,2025-02-24,5407.0,508.0,4899.0
234,39,2025-01-25,4437.0,1913.0,2524.0
235,40,2025-06-24,7693.0,1430.0,6263.0
236,40,2025-05-25,7406.0,638.0,6768.0
237,40,2025-04-25,8307.0,528.0,7779.0
238,40,2025-03-26,8479.0,589.0,7890.0
239,40,2025-02-24,9533.0,686.0,8847.0
240,40,2025-01-25,4043.0,1305.0,2738.0
241,41,2025-06-24,6142.0,1724.0,4418.0
242,41,2025-05-25,4435.0,950.0,3485.0
243,41,2025-04-25,8332.0,1622.0,6710.0
244,41,2025-03-26,3880.0,561.0,3319.0
245,41,2025-02-24,3334.0,1307.0,2027.0
246,41,2025-01-25,6320.0,1079.0,5241.0
247,42,2025-06-24,4402.0,1278.0,3124.0
248,42,2025-05-25,3215.0,1873.0,1342.0
249,42,2025-04-25,5611.0,1790.0,3821.0
250,42,2025-03-26,6440.0,1562.0,4878.0
251,42,2025-02-24,4646.0,1552.0,3094.0
252,42,2025-01-25,9648.0,1229.0,8419.0
253,43,2025-06-24,7881.0,1003.0,6878.0
254,43,2025-05-25,8551.0,566.0,7985.0
255,43,2025-04-25,6401.0,1508.0,4893.0
256,43,2025-03-26,7201.0,1790.0,5411.0
257,43,2025-02-24,3390.0,909.0,2481.0
258,43,2025-01-25,5771.0,1437.0,4334.0
259,44,2025-06-24,8963.0,876.0,8087.0
260,44,2025-05-25,7652.0,903.0,6749.0
261,44,2025-04-25,4739.0,573.0,4166.0
262,44,2025-03-26,4638.0,744.0,3894.0
263,44,2025-02-24,5405.0,1162.0,4243.0
264,44,2025-01-25,5702.0,2000.0,3702.0
265,45,2025-06-24,5496.0,794.0,4702.0
266,45,2025-05-25,4478.0,1680.0,2798.0
267,45,2025-04-25,8902.0,1350.0,7552.0
268,45,2025-03-26,5258.0,613.0,4645.0
269,45,2025-02-24,6134.0,726.0,5408.0
270,45,2025-01-25,9199.0,1665.0,7534.0
271,46,2025-06-24,9493.0,1519.0,7974.0
272,46,2025-05-25,4329.0,1278.0,3051.0
273,46,2025-04-25,9433.0,954.0,8479.0
274,46,2025-03-26,6358.0,1292.0,5066.0
275,46,2025-02-24,4054.0,1647.0,2407.0
276,46,2025-01-25,8175.0,1406.0,6769.0
277,47,2025-06-24,8103.0,1910.0,6193.0
278,47,2025-05-25,9666.0,1242.0,8424.0
279,47,2025-04-25,3376.0,1817.0,1559.0
280,47,2025-03-26,8053.0,1574.0,6479.0
281,47,2025-02-24,4865.0,942.0,3923.0
282,47,2025-01-25,7202.0,1318.0,5884.0
283,48,2025-06-24,6983.0,959.0,6024.0
284,48,2025-05-25,7683.0,1992.0,5691.0
285,48,2025-04-25,3640.0,1606.0,2034.0
286,48,2025-03-26,3909.0,813.0,3096.0
287,48,2025-02-24,4353.0,1121.0,3232.0
288,48,2025-01-25,3230.0,1153.0,2077.0
289,49,2025-06-24,3932.0,768.0,3164.0
290,49,2025-05-25,8072.0,1805.0,6267.0
291,49,2025-04-25,7327.0,1767.0,5560.0
292,49,2025-03-26,9467.0,868.0,8599.0
293,49,2025-02-24,7476.0,1352.0,6124.0
294,49,2025-01-25,5100.0,527.0,4573.0
295,50,2025-06-24,9271.0,1250.0,8021.0
296,50,2025-05-25,4128.0,591.0,3537.0
297,50,2025-04-25,7219.0,942.0,6277.0
298,50,2025-03-26,8859.0,1410.0,7449.0
299,50,2025-02-24,8464.0,1755.0,6709.0
300,50,2025-01-25,5212.0,1353.0,3859.0
301,51,2025-06-24,9342.0,622.0,8720.0
302,51,2025-05-25,9155.0,1010.0,8145.0
303,51,2025-04-25,7827.0,1045.0,6782.0
304,51,2025-03-26,4582.0,1190.0,3392.0
305,51,2025-02-24,8457.0,715.0,7742.0
306,51,2025-01-25,8688.0,1049.0,7639.0
307,52,2025-06-24,7031.0,1260.0,5771.0
308,52,2025-05-25,9808.0,1101.0,8707.0
309,52,2025-04-25,3476.0,1042.0,2434.0
310,52,2025-03-26,8710.0,720.0,7990.0
311,52,2025-02-24,5942.0,1083.0,4859.0
312,52,2025-01-25,4595.0,1197.0,3398.0
313,53,2025-06-24,4905.0,993.0,3912.0
314,53,2025-05-25,9805.0,908.0,8897.0
315,53,2025-04-25,4540.0,1902.0,2638.0
316,53,2025-03-26,6100.0,749.0,5351.0
317,53,2025-02-24,7382.0,1014.0,6368.0
318,53,2025-01-25,8446.0,845.0,7601.0
319,54,2025-06-24,5837.0,1300.0,4537.0
320,54,2025-05-25,3220.0,1592.0,1628.0
321,54,2025-04-25,8480.0,589.0,7891.0
322,54,2025-03-26,7379.0,1388.0,5991.0
323,54,2025-02-24,8610.0,724.0,7886.0
324,54,2025-01-25,5080.0,1952.0,3128.0
325,55,2025-06-24,4646.0,1546.0,3100.0
326,55,2025-05-25,5462.0,675.0,4787.0
327,55,2025-04-25,3856.0,1524.0,2332.0
328,55,2025-03-26,6458.0,1880.0,4578.0
329,55,2025-02-24,7528.0,1222.0,6306.0
330,55,2025-01-25,4470.0,801.0,3669.0
331,56,2025-06-24,9533.0,749.0,8784.0
332,56,2025-05-25,5352.0,1998.0,3354.0
333,56,2025-04-25,9938.0,1103.0,8835.0
334,56,2025-03-26,4425.0,1495.0,2930.0
335,56,2025-02-24,5412.0,1006.0,4406.0
336,56,2025-01-25,9954.0,1603.0,8351.0
337,57,2025-06-24,7753.0,1912.0,5841.0
338,57,2025-05-25,4970.0,659.0,4311.0
339,57,2025-04-25,6912.0,894.0,6018.0
340,57,2025-03-26,5935.0,1373.0,4562.0
341,57,2025-02-24,5200.0,1171.0,4029.0
342,57,2025-01-25,3846.0,787.0,3059.0
343,58,2025-06-24,6797.0,1784.0,5013.0
344,58,2025-05-25,5877.0,1537.0,4340.0
345,58,2025-04-25,4062.0,628.0,3434.0
346,58,2025-03-26,9272.0,1443.0,7829.0
347,58,2025-02-24,6285.0,1487.0,4798.0
348,58,2025-01-25,5612.0,1748.0,3864.0
349,59,2025-06-24,5552.0,1491.0,4061.0
350,59,2025-05-25,4154.0,1080.0,3074.0
351,59,2025-04-25,3373.0,1341.0,2032.0
352,59,2025-03-26,8652.0,635.0,8017.0
353,59,2025-02-24,6797.0,1715.0,5082.0
354,59,2025-01-25,4454.0,639.0,3815.0
355,60,2025-06-24,9249.0,731.0,8518.0
356,60,2025-05-25,6226.0,973.0,5253.0
357,60,2025-04-25,5391.0,1781.0,3610.0
358,60,2025-03-26,3878.0,1371.0,2507.0
359,60,2025-02-24,8135.0,1694.0,6441.0
360,60,2025-01-25,5419.0,1608.0,3811.0
361,61,2025-06-24,3255.0,1659.0,1596.0
362,61,2025-05-25,3401.0,1327.0,2074.0
363,61,2025-04-25,9077.0,1344.0,7733.0
364,61,2025-03-26,7290.0,1253.0,6037.0
365,61,2025-02-24,4862.0,1002.0,3860.0
366,61,2025-01-25,4335.0,1838.0,2497.0
367,62,2025-06-24,8339.0,721.0,7618.0
368,62,2025-05-25,3955.0,1596.0,2359.0
369,62,2025-04-25,7958.0,797.0,7161.0
370,62,2025-03-26,5424.0,1233.0,4191.0
371,62,2025-02-24,6976.0,1546.0,5430.0
372,62,2025-01-25,5016.0,1384.0,3632.0
373,63,2025-06-24,9368.0,805.0,8563.0
374,63,2025-05-25,7900.0,1726.0,6174.0
375,63,2025-04-25,4531.0,1199.0,3332.0
376,63,2025-03-26,4485.0,1848.0,2637.0
377,63,2025-02-24,3178.0,1185.0,1993.0
378,63,2025-01-25,4227.0,710.0,3517.0
379,64,2025-06-24,7205.0,1144.0,6061.0
380,64,2025-05-25,7967.0,1007.0,6960.0
381,64,2025-04-25,3837.0,1650.0,2187.0
382,64,2025-03-26,3851.0,1899.0,1952.0
383,64,2025-02-24,6911.0,1571.0,5340.0
384,64,2025-01-25,8039.0,1929.0,6110.0
385,65,2025-06-24,7042.0,1086.0,5956.0
386,65,2025-05-25,5745.0,1762.0,3983.0
387,65,2025-04-25,3742.0,927.0,2815.0
388,65,2025-03-26,3338.0,1798.0,1540.0
389,65,2025-02-24,6309.0,1030.0,5279.0
390,65,2025-01-25,7196.0,1955.0,5241.0
391,66,2025-06-24,5785.0,950.0,4835.0
392,66,2025-05-25,7819.0,1196.0,6623.0
393,66,2025-04-25,5132.0,1980.0,3152.0
394,66,2025-03-26,9412.0,1935.0,7477.0
395,66,2025-02-24,3543.0,1421.0,2122.0
396,66,2025-01-25,9545.0,760.0,8785.0
397,67,2025-06-24,3313.0,1875.0,1438.0
398,67,2025-05-25,3793.0,1399.0,2394.0
399,67,2025-04-25,8806.0,1075.0,7731.0
400,67,2025-03-26,9249.0,1185.0,8064.0
401,67,2025-02-24,5082.0,1408.0,3674.0
402,67,2025-01-25,3146.0,1203.0,1943.0
403,68,2025-06-24,9001.0,1158.0,7843.0
404,68,2025-05-25,8227.0,996.0,7231.0
405,68,2025-04-25,9681.0,1222.0,8459.0
406,68,2025-03-26,8986.0,1241.0,7745.0
407,68,2025-02-24,5936.0,1970.0,3966.0
408,68,2025-01-25,6073.0,912.0,5161.0
409,69,2025-06-24,3142.0,1306.0,1836.0
410,69,2025-05-25,8148.0,1689.0,6459.0
411,69,2025-04-25,7410.0,1131.0,6279.0
412,69,2025-03-26,6280.0,1734.0,4546.0
413,69,2025-02-24,3180.0,1616.0,1564.0
414,69,2025-01-25,10000.0,743.0,9257.0
415,70,2025-06-24,5574.0,549.0,5025.0
416,70,2025-05-25,6555.0,793.0,5762.0
417,70,2025-04-25,3759.0,756.0,3003.0
418,70,2025-03-26,3415.0,1844.0,1571.0
419,70,2025-02-24,7557.0,1097.0,6460.0
420,70,2025-01-25,4613.0,1841.0,2772.0
421,71,2025-06-24,5961.0,996.0,4965.0
422,71,2025-05-25,7630.0,669.0,6961.0
423,71,2025-04-25,9257.0,956.0,8301.0
424,71,2025-03-26,8469.0,1386.0,7083.0
425,71,2025-02-24,5600.0,1819.0,3781.0
426,71,2025-01-25,8188.0,1925.0,6263.0
427,72,2025-06-24,8151.0,1087.0,7064.0
428,72,2025-05-25,3169.0,633.0,2536.0
429,72,2025-04-25,6775.0,1063.0,5712.0
430,72,2025-03-26,8183.0,1281.0,6902.0
431,72,2025-02-24,4751.0,828.0,3923.0
432,72,2025-01-25,8941.0,1427.0,7514.0
433,73,2025-06-24,3089.0,823.0,2266.0
434,73,2025-05-25,3021.0,841.0,2180.0
435,73,2025-04-25,7684.0,1892.0,5792.0
436,73,2025-03-26,3406.0,688.0,2718.0
437,73,2025-02-24,6029.0,611.0,5418.0
438,73,2025-01-25,8470.0,959.0,7511.0
439,74,2025-06-24,4852.0,1516.0,3336.0
440,74,2025-05-25,5091.0,1139.0,3952.0
441,74,2025-04-25,7635.0,1267.0,6368.0
442,74,2025-03-26,9032.0,1840.0,7192.0
443,74,2025-02-24,7394.0,1142.0,6252.0
444,74,2025-01-25,8361.0,1930.0,6431.0
445,75,2025-06-24,7072.0,1763.0,5309.0
446,75,2025-05-25,7143.0,602.0,6541.0
447,75,2025-04-25,4997.0,766.0,4231.0
448,75,2025-03-26,9070.0,936.0,8134.0
449,75,2025-02-24,4901.0,701.0,4200.0
450,75,2025-01-25,4150.0,716.0,3434.0
451,76,2025-06-24,3340.0,1729.0,1611.0
452,76,2025-05-25,7584.0,687.0,6897.0
453,76,2025-04-25,7833.0,1987.0,5846.0
454,76,2025-03-26,9583.0,1759.0,7824.0
455,76,2025-02-24,6552.0,1428.0,5124.0
456,76,2025-01-25,8328.0,1421.0,6907.0
457,77,2025-06-24,6239.0,528.0,5711.0
458,77,2025-05-25,9029.0,1762.0,7267.0
459,77,2025-04-25,9246.0,1802.0,7444.0
460,77,2025-03-26,7293.0,1781.0,5512.0
461,77,2025-02-24,5611.0,1940.0,3671.0
462,77,2025-01-25,7277.0,931.0,6346.0
463,78,2025-06-24,4038.0,1750.0,2288.0
464,78,2025-05-25,5453.0,1634.0,3819.0
465,78,2025-04-25,5407.0,1877.0,3530.0
466,78,2025-03-26,6292.0,1718.0,4574.0
467,78,2025-02-24,7273.0,602.0,6671.0
468,78,2025-01-25,6752.0,1668.0,5084.0
469,79,2025-06-24,7643.0,1006.0,6637.0
470,79,2025-05-25,6216.0,1040.0,5176.0
471,79,2025-04-25,7560.0,1856.0,5704.0
472,79,2025-03-26,5519.0,747.0,4772.0
473,79,2025-02-24,9727.0,1143.0,8584.0
474,79,2025-01-25,7696.0,1943.0,5753.0
475,80,2025-06-24,5094.0,1925.0,3169.0
476,80,2025-05-25,7208.0,1047.0,6161.0
477,80,2025-04-25,6704.0,1414.0,5290.0
478,80,2025-03-26,3845.0,1702.0,2143.0
479,80,2025-02-24,9686.0,1137.0,8549.0
480,80,2025-01-25,5643.0,1909.0,3734.0
481,81,2025-06-24,3624.0,1966.0,1658.0
482,81,2025-05-25,6569.0,1198.0,5371.0
483,81,2025-04-25,9087.0,513.0,8574.0
484,81,2025-03-26,9630.0,722.0,8908.0
485,81,2025-02-24,9890.0,1964.0,7926.0
486,81,2025-01-25,5695.0,1705.0,3990.0
487,82,2025-06-24,3863.0,1641.0,2222.0
488,82,2025-05-25,4608.0,1669.0,2939.0
489,82,2025-04-25,8514.0,1867.0,6647.0
490,82,2025-03-26,3041.0,537.0,2504.0
491,82,2025-02-24,3148.0,1135.0,2013.0
492,82,2025-01-25,9133.0,1447.0,7686.0
493,83,2025-06-24,3902.0,1558.0,2344.0
494,83,2025-05-25,8455.0,540.0,7915.0
495,83,2025-04-25,7093.0,984.0,6109.0
496,83,2025-03-26,5247.0,1554.0,3693.0
497,83,2025-02-24,5468.0,1040.0,4428.0
498,83,2025-01-25,4644.0,1322.0,3322.0
499,84,2025-06-24,7943.0,1415.0,6528.0
500,84,2025-05-25,6905.0,1128.0,5777.0
501,84,2025-04-25,5711.0,530.0,5181.0
502,84,2025-03-26,9214.0,1680.0,7534.0
503,84,2025-02-24,9355.0,1735.0,7620.0
504,84,2025-01-25,7923.0,1102.0,6821.0
505,85,2025-06-24,3874.0,1199.0,2675.0
506,85,2025-05-25,8680.0,686.0,7994.0
507,85,2025-04-25,4258.0,1288.0,2970.0
508,85,2025-03-26,6738.0,1037.0,5701.0
509,85,2025-02-24,9666.0,1214.0,8452.0
510,85,2025-01-25,5280.0,1779.0,3501.0
511,86,2025-06-24,8611.0,953.0,7658.0
512,86,2025-05-25,8813.0,874.0,7939.0
513,86,2025-04-25,7515.0,1430.0,6085.0
514,86,2025-03-26,6821.0,1030.0,5791.0
515,86,2025-02-24,6897.0,692.0,6205.0
516,86,2025-01-25,3680.0,1907.0,1773.0
517,87,2025-06-24,4412.0,1632.0,2780.0
518,87,2025-05-25,3427.0,1014.0,2413.0
519,87,2025-04-25,5950.0,1180.0,4770.0
520,87,2025-03-26,5948.0,616.0,5332.0
521,87,2025-02-24,6144.0,1872.0,4272.0
522,87,2025-01-25,5795.0,856.0,4939.0
523,88,2025-06-24,5332.0,1475.0,3857.0
524,88,2025-05-25,3363.0,1607.0,1756.0
525,88,2025-04-25,7131.0,1120.0,6011.0
526,88,2025-03-26,5615.0,1053.0,4562.0
527,88,2025-02-24,9208.0,1770.0,7438.0
528,88,2025-01-25,8134.0,1155.0,6979.0
529,89,2025-06-24,3615.0,1214.0,2401.0
530,89,2025-05-25,9792.0,540.0,9252.0
531,89,2025-04-25,9622.0,1419.0,8203.0
532,89,2025-03-26,9808.0,1774.0,8034.0
533,89,2025-02-24,4423.0,1235.0,3188.0
534,89,2025-01-25,8042.0,1103.0,6939.0
535,90,2025-06-24,8690.0,1041.0,7649.0
536,90,2025-05-25,7023.0,503.0,6520.0
537,90,2025-04-25,6649.0,823.0,5826.0
538,90,2025-03-26,4998.0,1211.0,3787.0
539,90,2025-02-24,4911.0,732.0,4179.0
540,90,2025-01-25,8249.0,597.0,7652.0
541,91,2025-06-24,6113.0,1411.0,4702.0
542,91,2025-05-25,9488.0,1275.0,8213.0
